g_mm^-1,tau_env_s,tau_env_min,epsilon_ad
0.1,1015.1002152470021,16.918336920783368,0.009851244093733861
0.2,507.55010762350105,8.459168460391684,0.019702488187467723
0.3,338.3667384156674,5.6394456402611235,0.02955373228120158
0.4,253.77505381175052,4.229584230195842,0.039404976374935445
